QID,page id,item,wiki db,category
Q3570660,9359537,Xavier Dor,eswiki,Human
Q11705387,4682283,Xavier García Albiol,eswiki,Human
Q973064,789892,Xavier Trias,eswiki,Human
Q16729954,9363808,Xudeydi,eswiki,Human
Q2120884,9313589,Yaakov Litzman,eswiki,Human
Q11101097,9339479,Yang Xiaobo,eswiki,Human
Q93614577,9412162,Yoshio (cantante mexicano),eswiki,Human
Q19611679,9372806,Yusuf Kenan Sönmez,eswiki,Human
Q92206621,9395640,Zafar Rasheed Bhatti,eswiki,Human
Q88394294,9342083,Zororo Makamba,eswiki,Human
